ID,GENDER_ACROSSTIME_T1T2T3T4,MPACS_TOTAL_IMP_T1,MPACS_TOTAL_IMP_T2,MPACS_TOTAL_IMP_T3,MPACS_TOTAL_IMP_T4,MPACS_TOTAL_IMP_T5,MPACS_TOTAL_IMP_T6,SPPA_SWORTH_IMP_T1,SPPA_SWORTH_IMP_T2,SPPA_SWORTH_IMP_T3,SPPA_SWORTH_IMP_T4,SPPA_SWORTH_IMP_T5,SPPA_SWORTH_IMP_T6
1674,1,NA,74,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA
1675,2,62,48.23529412,NA,NA,NA,NA,3.2,3.4,NA,NA,NA,NA
1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1677,4,72,74,58,54,NA,NA,3.6,4,4,2.4,NA,NA
1678,1,71.57894737,75,58,NA,NA,NA,3.2,2.8,3.4,NA,NA,NA
1679,2,74,84,NA,NA,NA,NA,3.8,2.6,NA,NA,NA,NA
1680,2,92,88,88,76,80,77,4,3.8,4,3.8,3.4,3
1681,4,57,60,NA,NA,NA,NA,2.4,2.8,NA,NA,NA,NA
1682,2,50,57,57,58,59,85,3.4,2.4,3,3.6,3,3.8
1683,2,82,85,NA,NA,NA,NA,3.8,4,NA,NA,NA,NA
1684,2,83,NA,83,76,87,NA,3.4,NA,3.4,3,3.4,NA
1685,2,67.77777778,61.05263158,NA,NA,NA,NA,3,2.8,NA,NA,NA,NA
1686,1,57,60,71,NA,NA,NA,3,2.6,3.2,NA,NA,NA
1687,2,87,84,NA,NA,NA,NA,4,3.6,NA,NA,NA,NA
1688,1,58,63,NA,NA,58,NA,3,2.8,NA,NA,3.2,NA
1689,2,60,NA,NA,NA,47,NA,2.2,NA,NA,NA,2.2,NA
1690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1691,1,72,71,69,70.52631579,67,69,4,3.8,3.6,3.2,3.6,3.4
1692,1,87,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
1693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1695,2,50.58823529,48,NA,NA,NA,NA,2.2,1.8,NA,NA,NA,NA
1696,1,75,72,NA,NA,NA,NA,3.6,3.8,NA,NA,NA,NA
1697,1,88,81,77,NA,79,63,3.8,3.8,3.4,NA,3.8,2.6
1698,2,81,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
1699,1,51,51,NA,NA,NA,64,2.8,3,NA,NA,NA,2.4
1700,1,63.52941176,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
1701,2,82,81,NA,NA,NA,NA,3.2,3.2,NA,NA,NA,NA
1702,2,78.66666667,68.42105263,NA,61,61,65,3.8,3.4,NA,3,3,3.2
1703,1,NA,74.66666667,NA,NA,NA,NA,NA,3.875,NA,NA,NA,NA
1704,1,63,60,NA,NA,NA,NA,3.6,3.4,NA,NA,NA,NA
1705,1,NA,55.78947368,NA,NA,53,NA,NA,3.8,NA,NA,3.4,NA
1706,2,78,60,59,NA,70,70,3.8,2.6,3.4,NA,3,3
1707,2,42,59,55,NA,60,NA,3.4,3.8,3.2,NA,2.8,NA
1708,1,85,72,79,NA,85,83,3.6,4,3.4,NA,3.4,3.4
1709,1,67,76,NA,NA,93,NA,3.2,3.4,NA,NA,2.4,NA
1710,1,81.53846154,74.73684211,NA,NA,NA,76,3.6,3.6,NA,NA,NA,3
1711,2,75,57,NA,NA,NA,NA,3.6,3.8,NA,NA,NA,NA
1712,2,NA,79,83,79,80,69,NA,3.2,3.6,3,3.2,3
1713,1,72,88,NA,NA,NA,NA,4,4,NA,NA,NA,NA
1714,2,73,83,NA,81,90,85,3,3.2,NA,3.4,3,2.6
1715,1,87,76,75,85,67,79,3.8,2,3,3,3.2,3.2
1716,2,68,73,86,NA,80,NA,2.8,2.6,3.8,NA,2.4,NA
1717,1,57.77777778,51,NA,NA,NA,NA,2.8,3.4,NA,NA,NA,NA
1718,1,80,68.88888889,NA,NA,NA,NA,4,4,NA,NA,NA,NA
1719,2,78,74,NA,NA,NA,NA,3.6,3.6,NA,NA,NA,NA
1720,2,94,90,NA,92,60,82,4,4,NA,3.2,3.4,4
1721,1,88,82.10526316,NA,NA,NA,NA,4,4,NA,NA,NA,NA
1722,1,73,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA
1723,1,95.78947368,83.15789474,NA,NA,NA,NA,4,3.8,NA,NA,NA,NA
1724,NA,55,37.89473684,NA,NA,NA,NA,2.6,2.2,NA,NA,NA,NA
1725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1726,2,93.68421053,76,NA,NA,NA,NA,2,1.6,NA,NA,NA,NA
1727,1,56,55,57,59,54,53,2.7,2.666666667,2,2,2.6,2.4
1728,1,55,54,56,NA,NA,NA,3,3,3.6,NA,NA,NA
1729,2,59,50,49,NA,NA,NA,2.6,1.8,1.6,NA,NA,NA
1730,1,76,90,NA,NA,NA,NA,3.2,3.333333333,NA,NA,NA,NA
1731,2,79,74,NA,63,60,46,3.8,4,NA,4,4,3.6
1732,2,84,81,NA,NA,NA,NA,3.6,3,NA,NA,NA,1
1733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1734,2,77,64,NA,NA,NA,NA,2.4,2.4,NA,NA,NA,NA
1735,1,100,NA,NA,NA,NA,93,3.75,NA,NA,NA,NA,2.8
1736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1737,1,53.68421053,61.05263158,NA,NA,NA,NA,3.8,3.6,NA,NA,NA,NA
1738,2,54,51,NA,NA,69,NA,3.2,2.8,NA,NA,2.8,NA
1739,2,73,87,96,NA,97,95,3.4,3,4,NA,3.8,3.8
1740,2,55,59,NA,NA,70,80,3.4,3,NA,NA,2.8,3
1741,2,76,88,99,99,96,97,3.8,4,4,4,4,4
1742,1,67.36842105,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
1743,2,64,NA,58,NA,NA,NA,2,NA,2.6,NA,NA,NA
1744,2,86,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
1745,1,71,63,NA,NA,NA,NA,2.8,3.4,NA,NA,NA,NA
1746,1,NA,NA,NA,NA,NA,NA,3.8,3.2,NA,NA,NA,NA
1747,1,75,60,NA,NA,NA,60,3.4,3.4,NA,NA,2.6,3
1748,2,66,69,NA,73,72,60,4,4,NA,4,3.8,2.6
1749,2,67.5,67,NA,NA,NA,NA,3.6,3.4,NA,NA,NA,NA
1750,2,84,82,NA,NA,NA,NA,3.4,3,NA,NA,NA,NA
1751,1,91,82,56.5,60,80,NA,4,4,3,3.4,3.4,NA
1752,6,56,NA,72,NA,71,66,2.6,2.4,2.6,NA,2.4,2
1753,2,49,73,72,58,60,71,2.8,3,4,4,2.8,2.8
1754,1,63.07692308,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA
1755,2,35,NA,NA,NA,NA,NA,2.4,2.6,NA,NA,NA,NA
1756,1,75,66.31578947,NA,NA,NA,NA,3.6,3.2,NA,NA,NA,NA
1757,2,NA,57.64705882,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA
1758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1759,2,87,86,93,100,92,100,3.8,4,4,4,4,4
1760,2,70.52631579,77.89473684,NA,NA,78,81,3,3,NA,NA,2.2,2.6
1761,2,60,63.15789474,NA,NA,NA,NA,3.8,4,NA,NA,NA,NA
1762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1763,2,86,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
1764,1,90,NA,NA,NA,NA,90,4,NA,NA,NA,NA,3.6
1765,2,61,70.52631579,NA,NA,60,NA,4,4,NA,NA,2.6,2.6
1766,1,NA,68.23529412,NA,NA,NA,NA,2.8,2.4,NA,NA,NA,NA
1767,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1768,1,87,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
1769,2,34,36,NA,NA,NA,NA,3.4,3.4,NA,NA,NA,NA
1770,2,54,41,60,56,NA,65,3.2,3.8,3.4,3.4,NA,3.4
1771,1,79,77,81,75,69,78,4,3.8,3.4,3.6,3.8,3.2
1772,1,68,46,NA,NA,47,NA,3.6,3.8,NA,NA,3.6,NA
1773,1,71,58.88888889,NA,NA,69,NA,3.6,3.2,NA,NA,3.4,NA
1774,1,45,47,NA,NA,NA,56,2.6,2.4,NA,NA,NA,3.4
1775,2,48,40,52,62,68,74,3.6,3.6,3.8,3.2,3.6,2.6
1776,2,NA,79,NA,NA,NA,NA,NA,3,NA,NA,NA,NA
1777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1778,6,93,88,NA,90,96,95,3.2,2.4,NA,3,4,3.2
1779,1,77,64,55,NA,NA,NA,4,3.4,3,NA,NA,NA
1780,2,51,57,NA,NA,NA,NA,3.2,2.4,NA,NA,NA,NA
1781,2,50,68,NA,NA,81,87.77777778,2.4,2.6,NA,NA,1.6,2.2
1782,2,73,72,NA,NA,NA,NA,2.6,2.4,NA,NA,NA,NA
1783,2,47,60,NA,60,NA,51,2.6,1.8,NA,2.8,NA,3.2
1784,1,NA,74,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA
1785,2,100,99,NA,NA,NA,NA,3.8,4,NA,NA,NA,NA
1786,1,65.55555556,78,74,NA,NA,NA,3.8,4,4,NA,NA,NA
1787,2,67.36842105,74.5,82,NA,76,77,3.6,4,3.6,NA,3,3.2
1788,2,94,95,NA,NA,NA,NA,3.6,4,NA,NA,NA,NA
1789,2,58.75,44,NA,NA,NA,NA,3.2,2.8,NA,NA,NA,NA
1790,1,62,72,74,67,62,83,2.8,2.6,2.6,3.6,2.8,3.2
1791,2,78.94736842,72.63157895,NA,NA,NA,NA,4,3.4,NA,NA,NA,NA
1792,2,83,61,NA,72,NA,NA,3.6,3.2,NA,3.4,NA,NA
1793,1,66.31578947,81,NA,NA,NA,NA,3.8,3.8,NA,NA,NA,NA
1794,2,66,61,NA,NA,NA,NA,4,4,NA,NA,NA,NA
1795,1,47,NA,NA,NA,NA,NA,3.2,2.2,NA,NA,NA,NA
1796,2,64,69,NA,NA,NA,NA,3.2,3.6,NA,NA,NA,NA
1797,2,87,86,97,100,NA,NA,4,4,4,3.8,NA,NA
1798,2,NA,NA,NA,NA,NA,NA,NA,3.333333333,NA,NA,NA,NA
1799,2,91,80,NA,NA,NA,NA,3.8,3.4,NA,NA,NA,NA
1800,1,78.94736842,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
1801,2,89,90,NA,NA,NA,NA,3.2,3.4,NA,NA,NA,NA
1802,2,82,75,NA,NA,NA,NA,3.2,3,NA,NA,NA,NA
1803,5,91,92.63157895,65,NA,NA,NA,4,4,3.4,NA,NA,NA
1804,2,82.10526316,83,83,NA,80,78,3.6,3.5,4,NA,3,3.6
1805,1,89,87,NA,NA,NA,NA,3.8,3.6,NA,NA,NA,NA
1806,2,77,69.09090909,NA,NA,NA,NA,3.8,3,NA,NA,NA,NA
1807,2,80,91,NA,NA,NA,NA,3.8,3.8,NA,NA,NA,NA
1808,2,54,54,NA,55,NA,36,3.6,NA,NA,2.2,3,2.2
1809,2,75,68.94736842,NA,NA,NA,NA,3.6,2.666666667,NA,NA,NA,NA
1810,1,68.42105263,57.89473684,NA,NA,NA,NA,2.4,2.4,NA,NA,NA,NA
1811,2,70.52631579,76,NA,NA,77,71,3.2,3.4,NA,NA,3,3
1812,2,75,81,NA,NA,NA,NA,3,2.8,NA,NA,NA,NA
1813,2,72,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA
1814,1,67.89473684,72,NA,NA,NA,NA,3.8,3.8,NA,NA,NA,NA
1815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1816,1,67,44,NA,NA,43,NA,3.8,2.8,NA,NA,2,NA
1817,2,82,76,69,NA,71,82,3.6,3.6,2.8,3.6,2.6,3.4
1818,1,NA,69,NA,NA,NA,NA,NA,3.2,NA,NA,NA,NA
1819,2,58,58.57142857,60,56,60,49,2.8,4,3.6,2,2.2,2.2
1820,1,79,87,NA,NA,NA,NA,3.4,2.4,NA,NA,NA,NA
1821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1822,1,86,71.76470588,NA,NA,NA,NA,4,3,NA,NA,NA,NA
1823,2,NA,NA,NA,NA,61,58,3.6,2.6,NA,2.4,2.6,2.75
1824,2,73,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
1825,2,62,80,80,NA,70,56,2.2,3.6,3.6,NA,3.6,2.4
1826,2,70,85,83,NA,NA,NA,3.6,3.8,3.4,NA,NA,NA
1827,2,56,62,64,60,59,59,3,3,2.4,3.8,3,1.6
1828,1,78,63,NA,NA,78,NA,3.8,2.8,NA,NA,3.2,NA
1829,1,60,58.33333333,60,NA,62,60,3,3.8,3.6,NA,2.6,2.4
1830,1,80,71,NA,NA,NA,NA,3.8,4,NA,NA,NA,NA
1831,1,62,NA,NA,NA,NA,NA,2.2,3,NA,NA,NA,NA
1832,1,67.36842105,55,NA,NA,NA,NA,3.6,3.4,NA,NA,NA,NA
1833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
